county,month,monthly_new_positives,monthly_new_tests_performed,monthly_infection_rate,monthly_fatality_rate
Jefferson,2020-10-01,50,9844,0.00507923608289313,0.004504505
Jefferson,2020-11-01,102,4807,0.0212190555439983,0.00308642
Kings,2020-03-01,13115,25819,0.507959254812347,0.019900877
Kings,2020-04-01,32404,89598,0.361659858478984,0.114853138
Kings,2020-05-01,10534,165784,0.0635405105438402,0.120100619
Kings,2020-06-01,3689,244362,0.015096455259001,0.11889458
Kings,2020-07-01,2752,245174,0.011224681246788,0.115963132
Kings,2020-08-01,2624,281365,0.0093259644945178,0.111950613
Kings,2020-09-01,3944,294289,0.0134017921159133,0.106122035
Kings,2020-10-01,7176,441015,0.0162715553892725,0.097064456
Kings,2020-11-01,5133,256814,0.019987228110617,0.09155596
Lewis,2020-03-01,2,67,0.0298507462686567,0
Lewis,2020-04-01,7,251,0.0278884462151394,0.444444444
Lewis,2020-05-01,11,1849,0.00594916170903191,0.25
Lewis,2020-06-01,10,2199,0.0045475216007276,0.166666667
Lewis,2020-07-01,4,2052,0.00194931773879142,0.147058824
Lewis,2020-08-01,15,1913,0.00784108729743858,0.102040816
Lewis,2020-09-01,1,1990,0.00050251256281407,0.1
Lewis,2020-10-01,98,3992,0.0245490981963928,0.033783784
Lewis,2020-11-01,89,1724,0.0516241299303944,0.021097046
Livingston,2020-03-01,14,147,0.0952380952380952,0.071428571
Livingston,2020-04-01,59,921,0.0640608034744843,0.01369863
Livingston,2020-05-01,46,2755,0.0166969147005445,0.025210084
Livingston,2020-06-01,11,5034,0.00218514104092173,0.030769231
Livingston,2020-07-01,36,5660,0.00636042402826855,0.024096386
Livingston,2020-08-01,17,6008,0.00282956058588549,0.032786885
Livingston,2020-09-01,25,6720,0.0037202380952381,0.028846154
Livingston,2020-10-01,142,9765,0.0145417306707629,0.017142857
Livingston,2020-11-01,138,7161,0.019271051529116,0.014344262
Madison,2020-03-01,51,309,0.16504854368932,0.039215686
Madison,2020-04-01,88,957,0.0919540229885057,0.035971223
Madison,2020-05-01,177,3475,0.0509352517985611,0.025316456
Madison,2020-06-01,41,5831,0.00703138398216429,0.025210084
Madison,2020-07-01,42,6207,0.00676655389076849,0.022556391
Madison,2020-08-01,62,10587,0.00585623878341362,0.019522777
Madison,2020-09-01,37,10000,0.0037,0.018072289
Madison,2020-10-01,95,11367,0.00835752617225301,0.015177066
Madison,2020-11-01,125,6909,0.0180923433203068,0.012534819
Monroe,2020-03-01,349,3599,0.0969713809391498,0.025787966
Monroe,2020-04-01,1129,10995,0.102683037744429,0.056833559
Monroe,2020-05-01,1486,40854,0.0363734273265776,0.066801619
Monroe,2020-06-01,816,77601,0.0105153284107164,0.064550265
Monroe,2020-07-01,962,88685,0.010847381180583,0.052720371
Monroe,2020-08-01,720,103292,0.00697053014754289,0.047052362
Monroe,2020-09-01,659,94932,0.0069418109804913,0.042476719
Monroe,2020-10-01,1584,121204,0.0130688756146662,0.033874108
Monroe,2020-11-01,2748,67060,0.0409782284521324,0.025542906
Montgomery,2020-03-01,7,147,0.0476190476190476,0
Montgomery,2020-04-01,47,580,0.0810344827586207,0.074074074
Montgomery,2020-05-01,37,2702,0.0136935603256847,0.043956044
Montgomery,2020-06-01,27,5912,0.00456698240866035,0.033898305
Montgomery,2020-07-01,37,5300,0.0069811320754717,0.025806452
Montgomery,2020-08-01,52,6312,0.0082382762991128,0.038647343
Montgomery,2020-09-01,28,5786,0.00483926719668165,0.038297872
Montgomery,2020-10-01,38,7374,0.00515324111743965,0.032967033
Montgomery,2020-11-01,49,3005,0.01630615640599,0.034161491
Nassau,2020-03-01,9554,22400,0.426517857142857,0.006594097
Nassau,2020-04-01,26607,74908,0.355195706733593,0.047011974
Nassau,2020-05-01,4318,83916,0.0514562181228848,0.052323427
Nassau,2020-06-01,1374,134402,0.0102230621568131,0.052134853
Nassau,2020-07-01,1418,150444,0.00942543404854963,0.050703705
Nassau,2020-08-01,1490,179247,0.00831255195344971,0.049105248
Nassau,2020-09-01,2168,179086,0.0121059155936254,0.046900637
Nassau,2020-10-01,3365,261703,0.0128580872210101,0.044041039
Nassau,2020-11-01,3720,145504,0.0255663074554651,0.041267079
New York,2020-03-01,7373,18597,0.396461794913158,0.01749627
New York,2020-04-01,14802,50210,0.294801832304322,0.096144307
New York,2020-05-01,4546,107829,0.0421593448886663,0.108977957
New York,2020-06-01,1797,170092,0.0105648707758154,0.108282488
New York,2020-07-01,2000,213080,0.00938614604843251,0.103086703
New York,2020-08-01,1647,261077,0.00630848370404134,0.098554329
New York,2020-09-01,1461,270090,0.00540930800844163,0.0945102
New York,2020-10-01,3086,392373,0.00786496522441656,0.087110482
New York,2020-11-01,3263,218768,0.0149153441088276,0.080150094
Niagara,2020-03-01,46,278,0.165467625899281,0
Niagara,2020-04-01,394,2505,0.157285429141717,0.052272727
Niagara,2020-05-01,606,11440,0.052972027972028,0.062141491
Niagara,2020-06-01,191,19086,0.0100073352195326,0.068714632
Niagara,2020-07-01,207,20064,0.010316985645933,0.060941828
Niagara,2020-08-01,182,20523,0.00886809920576914,0.054735547
Niagara,2020-09-01,173,22704,0.00761980267794221,0.049471929
Niagara,2020-10-01,338,32091,0.0105325480664361,0.042115115
Niagara,2020-11-01,571,15655,0.0364739699776429,0.035450517
Oneida,2020-03-01,50,505,0.099009900990099,0.02
Oneida,2020-04-01,401,3070,0.130618892508143,0.031042129
Oneida,2020-05-01,585,15976,0.0366174261392088,0.052123552
Oneida,2020-06-01,606,28849,0.0210059274151617,0.056638246
Oneida,2020-07-01,439,27057,0.0162250064678272,0.055261893
Oneida,2020-08-01,200,34037,0.00587595851573288,0.052608505
Oneida,2020-09-01,179,45381,0.00394438201009233,0.05
Oneida,2020-10-01,391,70123,0.0055759166036821,0.045247282
Oneida,2020-11-01,718,36933,0.0194406086697533,0.038105912
Onondaga,2020-03-01,217,3425,0.0633576642335766,0.004608295
Onondaga,2020-04-01,643,7576,0.0848732840549102,0.03255814
Onondaga,2020-05-01,1337,29492,0.0453343279533433,0.053254438
Onondaga,2020-06-01,666,45445,0.0146550775662889,0.057981139
Onondaga,2020-07-01,614,49525,0.0123977788995457,0.049467932
Onondaga,2020-08-01,435,56491,0.00770034164734205,0.045756646
Onondaga,2020-09-01,544,55355,0.00982747719266552,0.040843806
Onondaga,2020-10-01,1306,114645,0.0113916873827904,0.032280458
Onondaga,2020-11-01,1987,58523,0.0339524631341524,0.025035488
Ontario,2020-03-01,24,317,0.0757097791798107,0
Ontario,2020-04-01,67,1385,0.0483754512635379,0.043956044
Ontario,2020-05-01,117,4883,0.0239606799098915,0.091346154
Ontario,2020-06-01,57,9671,0.00589390962671906,0.098113208
Ontario,2020-07-01,84,10984,0.00764748725418791,0.077363897
Ontario,2020-08-01,44,12375,0.00355555555555556,0.071246819
Ontario,2020-09-01,88,13155,0.00668947168377043,0.058212058
Ontario,2020-10-01,229,16973,0.0134920167324574,0.04084507
Ontario,2020-11-01,245,8484,0.0288778877887789,0.031413613
Orange,2020-03-01,1756,5124,0.342701014832162,0.006833713
Orange,2020-04-01,6995,22885,0.305658728424732,0.027425437
Orange,2020-05-01,1671,21308,0.0784212502346537,0.035405872
Orange,2020-06-01,308,25353,0.0121484636926596,0.037371855
Orange,2020-07-01,358,26167,0.0136813543776512,0.036706349
Orange,2020-08-01,357,28858,0.0123709196756532,0.035736129
Orange,2020-09-01,754,33674,0.0223911623210786,0.033855234
Orange,2020-10-01,1690,62375,0.0270941883767535,0.030239758
Orange,2020-11-01,1235,35615,0.0346764003930928,0.028101031
Orleans,2020-03-01,6,116,0.0517241379310345,0
Orleans,2020-04-01,86,535,0.160747663551402,0.086956522
Orleans,2020-05-01,144,1862,0.0773361976369495,0.148305085
Orleans,2020-06-01,45,2934,0.0153374233128834,0.192170819
Orleans,2020-07-01,14,2908,0.00481430536451169,0.186440678
Orleans,2020-08-01,11,3430,0.00320699708454811,0.179738562
Orleans,2020-09-01,30,4738,0.00633178556352891,0.163690476
Orleans,2020-10-01,77,4494,0.0171339563862928,0.133171913
Orleans,2020-11-01,102,2327,0.0438332617103567,0.108737864
Oswego,2020-03-01,17,343,0.0495626822157434,0
Oswego,2020-04-01,47,1285,0.0365758754863813,0.03125
Oswego,2020-05-01,46,4832,0.00951986754966887,0.018181818
Oswego,2020-06-01,91,9493,0.0095860107447593,0.014925373
Oswego,2020-07-01,43,10080,0.00426587301587302,0.012295082
Oswego,2020-08-01,60,10613,0.0056534438895694,0.009868421
Oswego,2020-09-01,202,11708,0.0172531602323198,0.005928854
Oswego,2020-10-01,142,20039,0.00708618194520685,0.00617284
Oswego,2020-11-01,320,10588,0.0302228938420854,0.004132231
Otsego,2020-03-01,19,177,0.107344632768362,0.052631579
Otsego,2020-04-01,48,1109,0.0432822362488729,0.044776119
Otsego,2020-05-01,5,2643,0.00189178963299281,0.055555556
Otsego,2020-06-01,12,4951,0.00242375277721672,0.047619048
Otsego,2020-07-01,28,4600,0.00608695652173913,0.035714286
Otsego,2020-08-01,67,6006,0.0111555111555112,0.022346369
Otsego,2020-09-01,163,8150,0.02,0.011695906
Otsego,2020-10-01,79,9628,0.00820523473203157,0.011876485
Otsego,2020-11-01,42,5363,0.00783143762819317,0.010799136
