month,county,NH_occupancy_rate
7,Herkimer,0.8867946382924335
7,Jefferson,0.9290538437597261
7,Kings,0.7865898587192363
7,Lewis,0.875
7,Livingston,0.7660766499582289
7,Madison,0.8868055555555555
7,Monroe,0.8032886709699134
7,Montgomery,0.8950446428571428
7,Nassau,0.7289957168017133
7,New York,0.7774235052639649
7,Niagara,0.8226573144759377
7,Oneida,0.8288192326180022
7,Onondaga,0.8441345963112026
7,Ontario,0.7489249890321539
7,Orange,0.7744331635103402
7,Orleans,0.7269097222222223
7,Oswego,0.8249479166666667
7,Otsego,0.9245735705865016
7,Putnam,0.6515625
7,Queens,0.7290249149899628
7,Rensselaer,0.8476349419258287
7,Richmond,0.7640723495833694
7,Rockland,0.5860902675998679
7,Saratoga,0.7609178385327782
7,Schenectady,0.9210869652351104
7,Schuyler,0.9375
7,Seneca,0.56875
7,St. Lawrence,0.8409584301200155
7,Steuben,0.8246984649122807
7,Suffolk,0.7417345102629186
7,Sullivan,0.7886643655749971
7,Tioga,0.805551948051948
7,Tompkins,0.8165277777777777
7,Ulster,0.8174620976552756
7,Warren,0.8344210900041693
7,Washington,0.9424404635177469
7,Wayne,0.8898430499551971
7,Westchester,0.7423541857444402
7,Wyoming,0.9439764492753623
7,Yates,0.8555434782608696
8,Albany,0.8348380125782185
8,Allegany,0.9028340163934426
8,Bronx,0.8145291890436784
8,Broome,0.8672631219690569
8,Cattaraugus,0.849102330591461
8,Cayuga,0.8765203455964325
8,Chautauqua,0.8941425050952755
8,Chemung,0.8261423979427837
8,Chenango,0.7512808909494053
8,Clinton,0.8179506558721049
8,Columbia,0.7596848739495798
8,Cortland,0.872095238095238
8,Delaware,0.8674618132544961
8,Dutchess,0.8188999285802908
8,Erie,0.8160502549823706
8,Essex,0.9062433862433862
8,Franklin,0.8796296296296297
8,Fulton,0.8306038961038961
8,Genesee,0.9124174347158218
8,Greene,0.9000980392156863
8,Herkimer,0.8650696574642127
8,Jefferson,0.9434290382819794
8,Kings,0.797931541567282
8,Lewis,0.8625
8,Livingston,0.7993295739348371
8,Madison,0.8940277777777778
8,Monroe,0.8180516131554849
8,Montgomery,0.8968928571428572
8,Nassau,0.7352614020812508
8,New York,0.7832145643083688
8,Niagara,0.8270884434793339
8,Oneida,0.8270373063287303
8,Onondaga,0.8520041056916237
8,Ontario,0.7909327171876693
8,Orange,0.783662987317653
8,Orleans,0.76875
8,Oswego,0.8132916666666666
8,Otsego,0.9370512820512821
8,Putnam,0.668125
8,Queens,0.7299627939735056
8,Rensselaer,0.8299355056801982
8,Richmond,0.7627153208872032
8,Rockland,0.6001192767883253
8,Saratoga,0.7609605888911644
8,Schenectady,0.8964723829176677
8,Schuyler,0.9383333333333334
8,Seneca,0.5916666666666667
8,St. Lawrence,0.8461230158730159
8,Steuben,0.8335307017543859
8,Suffolk,0.7618385413160543
8,Sullivan,0.7898495776735351
8,Tioga,0.8467532467532467
8,Tompkins,0.8308888888888889
8,Ulster,0.8401939174736746
8,Warren,0.846604909318324
8,Washington,0.94268530064783
8,Wayne,0.8599187948028674
8,Westchester,0.7572446539088803
8,Wyoming,0.9546557971014493
8,Yates,0.8751304347826088
9,Albany,0.8380651248912144
9,Allegany,0.9038584357923497
9,Bronx,0.8269744661650381
9,Broome,0.8610140453819851
9,Cattaraugus,0.8256464208773991
9,Cayuga,0.8770772366220736
9,Chautauqua,0.887344520053833
9,Chemung,0.8607662327225972
9,Chenango,0.7467102146744607
9,Clinton,0.8172664704241521
9,Columbia,0.7717787114845939
9,Cortland,0.8722619047619048
9,Delaware,0.8505212182803646
9,Dutchess,0.8310039073468123
9,Erie,0.823920993593148
9,Essex,0.8616093474426808
9,Franklin,0.9171296296296296
9,Fulton,0.8298584054834055
9,Genesee,0.8915422587045571
9,Greene,0.9205269607843137
9,Herkimer,0.8466313586400818
9,Jefferson,0.9575114768129475
9,Kings,0.8034413454096058
9,Lewis,0.85625
9,Livingston,0.7869726399331662
9,Madison,0.8847222222222222
9,Monroe,0.8275423812329216
9,Montgomery,0.8940922619047619
9,Nassau,0.7475404941060739
9,New York,0.8428508944029824
9,Niagara,0.8288755364929256
9,Oneida,0.8286814866610935
9,Onondaga,0.8657541957306386
9,Ontario,0.8142636740781509
9,Orange,0.7843539685618205
9,Orleans,0.7958333333333334
9,Oswego,0.8547395833333333
9,Otsego,0.9299458443854995
9,Putnam,0.65546875
9,Queens,0.7387252273408602
9,Rensselaer,0.8397318773514666
9,Richmond,0.7603277834058577
9,Rockland,0.6549704234429594
9,Saratoga,0.7547253415098489
9,Schenectady,0.8837061924821129
9,Schuyler,0.9520833333333334
9,Seneca,0.60625
9,St. Lawrence,0.848859489934185
9,Steuben,0.7992703111946533
9,Suffolk,0.77614879482954
9,Sullivan,0.7974172749151031
9,Tioga,0.8470698051948051
9,Tompkins,0.8467361111111111
9,Ulster,0.8326363792582718
9,Warren,0.845422431988743
9,Washington,0.9321239906171113
9,Wayne,0.8641794074820789
9,Westchester,0.7767408687971937
9,Wyoming,0.9462862318840579
9,Yates,0.8728985507246377
