month,day,county,total_number_of_occupied_beds,residents_total_confirmed_covid_19,county_occupancy,county_cases,county_prevalence
5,31,Monroe,28,13,3810,404,0.10603674540682415
6,28,Monroe,33,13,3779,434,0.11484519714210109
7,26,Monroe,39,13,3847,436,0.1133350662854172
8,30,Monroe,43,13,4000,438,0.1095
9,27,Monroe,42,13,4026,441,0.10953800298062594
10,25,Monroe,46,13,4147,473,0.11405835543766578
5,31,Nassau,448,13,4872,610,0.12520525451559936
6,28,Nassau,447,25,5334,808,0.15148106486689164
7,26,Nassau,446,26,5399,842,0.15595480644563808
8,30,Nassau,448,26,5400,858,0.15888888888888889
9,27,Nassau,431,26,5529,861,0.15572436245252305
10,25,Nassau,429,26,5566,867,0.15576715774344232
5,31,Monroe,111,36,3810,404,0.10603674540682415
6,28,Monroe,113,39,3779,434,0.11484519714210109
7,26,Monroe,119,39,3847,436,0.1133350662854172
8,30,Monroe,115,39,4000,438,0.1095
9,27,Monroe,118,39,4026,441,0.10953800298062594
10,25,Monroe,119,39,4147,473,0.11405835543766578
5,31,Bronx,179,31,8232,798,0.09693877551020408
6,28,Bronx,178,31,9266,1328,0.14331966328512843
7,26,Bronx,186,31,9248,1357,0.14673442906574394
8,30,Bronx,179,31,9057,1372,0.15148503919620182
9,27,Bronx,183,31,9345,1382,0.14788657035848046
10,25,Bronx,189,31,9386,1391,0.1481994459833795
5,31,Kings,154,6,7723,851,0.11019034054124045
6,28,Kings,158,8,7928,1106,0.13950554994954592
7,26,Kings,168,8,8019,1136,0.1416635490709565
8,30,Kings,177,8,8153,1147,0.14068441064638784
9,27,Kings,183,8,8145,1176,0.1443830570902394
10,25,Kings,173,22,8167,1234,0.1510958736378107
5,31,Nassau,139,18,4872,610,0.12520525451559936
6,28,Nassau,138,18,5334,808,0.15148106486689164
7,26,Nassau,153,18,5399,842,0.15595480644563808
8,30,Nassau,164,18,5400,858,0.15888888888888889
9,27,Nassau,177,18,5529,861,0.15572436245252305
10,25,Nassau,178,18,5566,867,0.15576715774344232
5,31,Kings,119,51,7723,851,0.11019034054124045
6,28,Kings,121,51,7928,1106,0.13950554994954592
7,26,Kings,134,51,8019,1136,0.1416635490709565
8,30,Kings,137,51,8153,1147,0.14068441064638784
9,27,Kings,139,51,8145,1176,0.1443830570902394
10,25,Kings,139,51,8167,1234,0.1510958736378107
5,31,Richmond,218,3,2384,320,0.1342281879194631
6,28,Richmond,228,10,2410,391,0.16224066390041494
7,26,Richmond,227,11,2415,399,0.16521739130434782
8,30,Richmond,220,11,2411,406,0.16839485690584818
9,27,Richmond,222,11,2395,410,0.17118997912317327
10,25,Richmond,216,11,2418,414,0.17121588089330025
5,31,Livingston,228,0,302,4,0.013245033112582781
6,28,Livingston,222,0,291,4,0.013745704467353952
7,26,Livingston,217,1,283,5,0.0176678445229682
8,30,Livingston,208,1,282,5,0.01773049645390071
9,27,Livingston,208,1,276,5,0.018115942028985508
10,25,Livingston,205,1,275,5,0.01818181818181818
5,31,Oneida,49,29,2175,98,0.045057471264367814
6,28,Oneida,49,29,2143,182,0.08492767148856743
7,26,Oneida,48,30,2082,212,0.10182516810758886
8,30,Oneida,53,30,2117,215,0.10155880963627775
9,27,Oneida,53,30,2093,220,0.1051122790253225
10,25,Oneida,54,30,2094,269,0.12846227316141356
5,31,Ontario,93,1,427,20,0.0468384074941452
6,28,Ontario,93,1,387,30,0.07751937984496124
7,26,Ontario,85,1,420,30,0.07142857142857142
8,30,Ontario,93,2,435,31,0.07126436781609195
9,27,Ontario,94,2,527,31,0.058823529411764705
10,25,Ontario,95,2,540,32,0.05925925925925926
6,28,Columbia,119,19,401,67,0.16708229426433915
7,26,Columbia,135,19,431,68,0.15777262180974477
8,30,Columbia,161,20,451,69,0.15299334811529933
9,27,Columbia,169,20,451,69,0.15299334811529933
10,25,Columbia,162,20,450,69,0.15333333333333332
5,31,St. Lawrence,87,1,534,1,0.0018726591760299626
6,28,St. Lawrence,91,1,545,1,0.001834862385321101
7,26,St. Lawrence,87,1,545,1,0.001834862385321101
8,30,St. Lawrence,87,1,540,1,0.001851851851851852
9,27,St. Lawrence,90,1,540,1,0.001851851851851852
10,25,St. Lawrence,91,1,550,1,0.0018181818181818182
5,31,Suffolk,59,53,6153,1325,0.21534210954006175
6,28,Suffolk,56,53,6152,1484,0.24122236671001301
7,26,Suffolk,55,53,6180,1521,0.24611650485436892
8,30,Suffolk,62,53,6343,1537,0.24231436228913764
9,27,Suffolk,60,53,6444,1548,0.24022346368715083
10,25,Suffolk,61,53,6508,1561,0.23985863552550707
5,31,Monroe,105,0,3810,404,0.10603674540682415
6,28,Monroe,111,0,3779,434,0.11484519714210109
7,26,Monroe,104,0,3847,436,0.1133350662854172
8,30,Monroe,111,0,4000,438,0.1095
9,27,Monroe,112,0,4026,441,0.10953800298062594
10,25,Monroe,110,2,4147,473,0.11405835543766578
5,31,New York,314,109,4485,654,0.14581939799331103
6,28,New York,311,110,4482,707,0.15774207942882643
7,26,New York,323,110,4508,733,0.16259982253771074
8,30,New York,336,110,4562,750,0.16440157825515125
9,27,New York,237,110,4501,774,0.17196178626971784
10,25,New York,323,110,4610,780,0.16919739696312364
5,31,Queens,151,6,8683,914,0.10526315789473684
6,28,Queens,152,26,9066,1219,0.13445841606000442
7,26,Queens,153,26,9114,1253,0.13748079877112135
8,30,Queens,157,27,9310,1337,0.14360902255639096
9,27,Queens,157,27,9359,1357,0.14499412330377176
10,25,Queens,154,27,9387,1379,0.14690529455630127
5,31,Monroe,72,0,3810,404,0.10603674540682415
6,28,Monroe,73,0,3779,434,0.11484519714210109
7,26,Monroe,73,0,3847,436,0.1133350662854172
8,30,Monroe,69,0,4000,438,0.1095
9,27,Monroe,69,0,4026,441,0.10953800298062594
10,25,Monroe,70,0,4147,473,0.11405835543766578
5,31,Niagara,71,0,1012,67,0.06620553359683795
6,28,Niagara,73,3,1109,108,0.09738503155996393
7,26,Niagara,74,6,1129,141,0.12488928255093003
8,30,Niagara,73,7,1145,161,0.1406113537117904
9,27,Niagara,77,7,1130,163,0.14424778761061946
10,25,Niagara,75,7,1154,169,0.1464471403812825
5,31,Greene,98,0,207,90,0.43478260869565216
6,28,Greene,96,0,217,90,0.4147465437788018
7,26,Greene,103,0,232,91,0.3922413793103448
8,30,Greene,107,0,234,91,0.3888888888888889
9,27,Greene,104,0,233,91,0.3905579399141631
10,25,Greene,98,0,224,91,0.40625
5,31,Monroe,128,0,3810,404,0.10603674540682415
6,28,Monroe,123,5,3779,434,0.11484519714210109
7,26,Monroe,120,5,3847,436,0.1133350662854172
8,30,Monroe,122,5,4000,438,0.1095
9,27,Monroe,120,5,4026,441,0.10953800298062594
10,25,Monroe,122,5,4147,473,0.11405835543766578
5,31,Erie,77,4,4271,782,0.18309529384219153
6,28,Erie,83,4,4473,1113,0.24882629107981222
7,26,Erie,88,5,4481,1171,0.26132559696496316
8,30,Erie,88,7,4583,1197,0.2611826314641065
9,27,Erie,88,7,4600,1226,0.2665217391304348
10,25,Erie,84,13,4558,1344,0.2948661693725318
5,31,Cattaraugus,109,0,448,0,0
6,28,Cattaraugus,108,0,452,1,0.0022123893805309734
7,26,Cattaraugus,105,0,444,1,0.0022522522522522522
8,30,Cattaraugus,106,0,449,2,0.004454342984409799
9,27,Cattaraugus,107,0,440,3,0.006818181818181818
10,25,Cattaraugus,106,1,432,23,0.05324074074074074
5,31,Jefferson,82,0,490,0,0
6,28,Jefferson,76,0,502,0,0
7,26,Jefferson,76,1,503,1,0.0019880715705765406
8,30,Jefferson,82,1,509,1,0.0019646365422396855
9,27,Jefferson,85,1,507,1,0.0019723865877712033
10,25,Jefferson,83,1,507,1,0.0019723865877712033
5,31,Bronx,457,2,8232,798,0.09693877551020408
6,28,Bronx,464,7,9266,1328,0.14331966328512843
7,26,Bronx,462,9,9248,1357,0.14673442906574394
8,30,Bronx,455,11,9057,1372,0.15148503919620182
9,27,Bronx,466,12,9345,1382,0.14788657035848046
10,25,Bronx,461,12,9386,1391,0.1481994459833795
5,31,Queens,258,30,8683,914,0.10526315789473684
6,28,Queens,258,47,9066,1219,0.13445841606000442
7,26,Queens,250,50,9114,1253,0.13748079877112135
8,30,Queens,253,50,9310,1337,0.14360902255639096
9,27,Queens,260,50,9359,1357,0.14499412330377176
10,25,Queens,259,50,9387,1379,0.14690529455630127
5,31,Bronx,130,33,8232,798,0.09693877551020408
6,28,Bronx,128,41,9266,1328,0.14331966328512843
7,26,Bronx,135,43,9248,1357,0.14673442906574394
8,30,Bronx,127,44,9057,1372,0.15148503919620182
9,27,Bronx,136,45,9345,1382,0.14788657035848046
10,25,Bronx,142,45,9386,1391,0.1481994459833795
5,31,Oneida,87,0,2175,98,0.045057471264367814
6,28,Oneida,88,0,2143,182,0.08492767148856743
7,26,Oneida,86,0,2082,212,0.10182516810758886
8,30,Oneida,85,0,2117,215,0.10155880963627775
9,27,Oneida,92,0,2093,220,0.1051122790253225
10,25,Oneida,82,0,2094,269,0.12846227316141356
5,31,Herkimer,75,0,477,0,0
6,28,Herkimer,72,0,467,0,0
7,26,Herkimer,73,0,461,2,0.004338394793926247
8,30,Herkimer,72,0,448,32,0.07142857142857142
9,27,Herkimer,71,0,434,33,0.07603686635944701
10,25,Herkimer,75,0,453,33,0.0728476821192053
5,31,Oneida,96,0,2175,98,0.045057471264367814
6,28,Oneida,90,0,2143,182,0.08492767148856743
7,26,Oneida,97,0,2082,212,0.10182516810758886
8,30,Oneida,103,0,2117,215,0.10155880963627775
9,27,Oneida,92,0,2093,220,0.1051122790253225
10,25,Oneida,98,0,2094,269,0.12846227316141356
5,31,Madison,57,29,166,29,0.1746987951807229
6,28,Madison,69,29,318,29,0.09119496855345911
7,26,Madison,71,29,315,29,0.09206349206349207
8,30,Madison,73,30,327,30,0.09174311926605505
9,27,Madison,68,30,316,30,0.0949367088607595
10,25,Madison,75,30,320,30,0.09375
5,31,Oneida,131,3,2175,98,0.045057471264367814
6,28,Oneida,127,17,2143,182,0.08492767148856743
7,26,Oneida,126,17,2082,212,0.10182516810758886
8,30,Oneida,122,18,2117,215,0.10155880963627775
9,27,Oneida,123,18,2093,220,0.1051122790253225
10,25,Oneida,123,18,2094,269,0.12846227316141356
5,31,Oswego,48,0,440,1,0.0022727272727272726
6,28,Oswego,49,0,447,1,0.0022371364653243847
7,26,Oswego,49,0,436,1,0.0022935779816513763
8,30,Oswego,0,0,399,1,0.002506265664160401
9,27,Oswego,52,0,455,1,0.002197802197802198
10,25,Oswego,54,0,464,1,0.0021551724137931034
5,31,St. Lawrence,128,0,534,1,0.0018726591760299626
6,28,St. Lawrence,125,0,545,1,0.001834862385321101
7,26,St. Lawrence,123,0,545,1,0.001834862385321101
8,30,St. Lawrence,121,0,540,1,0.001851851851851852
9,27,St. Lawrence,118,0,540,1,0.001851851851851852
10,25,St. Lawrence,120,0,550,1,0.0018181818181818182
5,31,Chautauqua,32,0,825,0,0
6,28,Chautauqua,34,0,846,1,0.001182033096926714
7,26,Chautauqua,33,0,821,1,0.001218026796589525
8,30,Chautauqua,34,0,830,1,0.0012048192771084338
9,27,Chautauqua,34,0,814,1,0.0012285012285012285
10,25,Chautauqua,34,0,808,4,0.0049504950495049506
5,31,Suffolk,94,12,6153,1325,0.21534210954006175
6,28,Suffolk,97,16,6152,1484,0.24122236671001301
7,26,Suffolk,100,17,6180,1521,0.24611650485436892
8,30,Suffolk,99,26,6343,1537,0.24231436228913764
9,27,Suffolk,104,26,6444,1548,0.24022346368715083
10,25,Suffolk,108,26,6508,1561,0.23985863552550707
5,31,Clinton,69,0,387,0,0
6,28,Clinton,64,0,392,0,0
7,26,Clinton,64,1,385,1,0.0025974025974025974
8,30,Clinton,62,1,382,1,0.002617801047120419
9,27,Clinton,64,1,382,1,0.002617801047120419
10,25,Clinton,65,1,382,1,0.002617801047120419
5,31,Oneida,203,0,2175,98,0.045057471264367814
6,28,Oneida,201,0,2143,182,0.08492767148856743
7,26,Oneida,199,1,2082,212,0.10182516810758886
8,30,Oneida,206,1,2117,215,0.10155880963627775
9,27,Oneida,201,1,2093,220,0.1051122790253225
10,25,Oneida,197,1,2094,269,0.12846227316141356
5,31,Rensselaer,59,0,1080,18,0.016666666666666666
6,28,Rensselaer,56,0,1106,21,0.0189873417721519
7,26,Rensselaer,59,0,1088,103,0.09466911764705882
8,30,Rensselaer,60,0,1087,128,0.11775528978840846
9,27,Rensselaer,58,0,1084,128,0.11808118081180811
10,25,Rensselaer,65,0,1093,145,0.13266239707227814
5,31,Erie,110,0,4271,782,0.18309529384219153
6,28,Erie,111,0,4473,1113,0.24882629107981222
7,26,Erie,105,0,4481,1171,0.26132559696496316
8,30,Erie,104,0,4583,1197,0.2611826314641065
9,27,Erie,102,0,4600,1226,0.2665217391304348
10,25,Erie,104,1,4558,1344,0.2948661693725318
5,31,Kings,103,65,7723,851,0.11019034054124045
6,28,Kings,105,65,7928,1106,0.13950554994954592
7,26,Kings,102,65,8019,1136,0.1416635490709565
8,30,Kings,101,65,8153,1147,0.14068441064638784
9,27,Kings,103,65,8145,1176,0.1443830570902394
10,25,Kings,102,65,8167,1234,0.1510958736378107
5,31,Queens,51,0,8683,914,0.10526315789473684
6,28,Queens,51,0,9066,1219,0.13445841606000442
7,26,Queens,50,0,9114,1253,0.13748079877112135
8,30,Queens,51,0,9310,1337,0.14360902255639096
9,27,Queens,51,0,9359,1357,0.14499412330377176
10,25,Queens,51,0,9387,1379,0.14690529455630127
5,31,Erie,35,0,4271,782,0.18309529384219153
6,28,Erie,36,1,4473,1113,0.24882629107981222
7,26,Erie,36,1,4481,1171,0.26132559696496316
8,30,Erie,36,1,4583,1197,0.2611826314641065
9,27,Erie,37,1,4600,1226,0.2665217391304348
10,25,Erie,35,1,4558,1344,0.2948661693725318
5,31,Kings,241,5,7723,851,0.11019034054124045
6,28,Kings,241,7,7928,1106,0.13950554994954592
7,26,Kings,227,7,8019,1136,0.1416635490709565
8,30,Kings,232,9,8153,1147,0.14068441064638784
9,27,Kings,228,9,8145,1176,0.1443830570902394
10,25,Kings,230,9,8167,1234,0.1510958736378107
5,31,Cattaraugus,35,0,448,0,0
6,28,Cattaraugus,35,0,452,1,0.0022123893805309734
7,26,Cattaraugus,34,0,444,1,0.0022522522522522522
8,30,Cattaraugus,36,0,449,2,0.004454342984409799
9,27,Cattaraugus,35,1,440,3,0.006818181818181818
10,25,Cattaraugus,21,20,432,23,0.05324074074074074
5,31,Westchester,148,54,4474,626,0.1399195350916406
6,28,Westchester,153,63,4808,775,0.16118968386023294
7,26,Westchester,148,63,4814,805,0.16722060656418777
8,30,Westchester,156,63,4944,810,0.1638349514563107
9,27,Westchester,155,63,4964,824,0.16599516518936341
10,25,Westchester,150,63,4989,862,0.17278011625576267
5,31,Schenectady,207,0,959,1,0.0010427528675703858
6,28,Schenectady,199,0,955,5,0.005235602094240838
7,26,Schenectady,190,0,944,7,0.007415254237288136
8,30,Schenectady,188,0,941,11,0.011689691817215728
9,27,Schenectady,191,2,940,15,0.015957446808510637
10,25,Schenectady,191,2,950,16,0.016842105263157894
5,31,Dutchess,107,0,1506,123,0.08167330677290836
6,28,Dutchess,110,0,1603,126,0.07860262008733625
7,26,Dutchess,111,0,1588,129,0.08123425692695214
8,30,Dutchess,109,0,1601,131,0.08182386008744534
9,27,Dutchess,114,0,1627,133,0.08174554394591273
10,25,Dutchess,115,0,1633,133,0.08144519289650949
5,31,Westchester,43,13,4474,626,0.1399195350916406
6,28,Westchester,45,13,4808,775,0.16118968386023294
7,26,Westchester,43,13,4814,805,0.16722060656418777
8,30,Westchester,48,13,4944,810,0.1638349514563107
9,27,Westchester,46,13,4964,824,0.16599516518936341
10,25,Westchester,47,13,4989,862,0.17278011625576267
5,31,Monroe,33,0,3810,404,0.10603674540682415
6,28,Monroe,33,0,3779,434,0.11484519714210109
7,26,Monroe,33,0,3847,436,0.1133350662854172
8,30,Monroe,31,0,4000,438,0.1095
9,27,Monroe,30,0,4026,441,0.10953800298062594
10,25,Monroe,30,0,4147,473,0.11405835543766578
5,31,Monroe,38,0,3810,404,0.10603674540682415
6,28,Monroe,39,0,3779,434,0.11484519714210109
7,26,Monroe,39,0,3847,436,0.1133350662854172
8,30,Monroe,38,0,4000,438,0.1095
9,27,Monroe,37,0,4026,441,0.10953800298062594
10,25,Monroe,46,0,4147,473,0.11405835543766578
5,31,Monroe,18,14,3810,404,0.10603674540682415
6,28,Monroe,19,14,3779,434,0.11484519714210109
7,26,Monroe,23,14,3847,436,0.1133350662854172
8,30,Monroe,26,14,4000,438,0.1095
9,27,Monroe,28,14,4026,441,0.10953800298062594
10,25,Monroe,85,14,4147,473,0.11405835543766578
5,31,St. Lawrence,78,0,534,1,0.0018726591760299626
6,28,St. Lawrence,80,0,545,1,0.001834862385321101
7,26,St. Lawrence,83,0,545,1,0.001834862385321101
8,30,St. Lawrence,91,0,540,1,0.001851851851851852
9,27,St. Lawrence,91,0,540,1,0.001851851851851852
10,25,St. Lawrence,91,0,550,1,0.0018181818181818182
5,31,Monroe,115,0,3810,404,0.10603674540682415
6,28,Monroe,116,0,3779,434,0.11484519714210109
7,26,Monroe,114,1,3847,436,0.1133350662854172
8,30,Monroe,113,1,4000,438,0.1095
9,27,Monroe,116,1,4026,441,0.10953800298062594
10,25,Monroe,109,2,4147,473,0.11405835543766578
5,31,Westchester,261,34,4474,626,0.1399195350916406
6,28,Westchester,261,42,4808,775,0.16118968386023294
7,26,Westchester,266,44,4814,805,0.16722060656418777
8,30,Westchester,278,44,4944,810,0.1638349514563107
9,27,Westchester,269,47,4964,824,0.16599516518936341
10,25,Westchester,267,49,4989,862,0.17278011625576267
5,31,Kings,252,56,7723,851,0.11019034054124045
6,28,Kings,255,65,7928,1106,0.13950554994954592
7,26,Kings,254,65,8019,1136,0.1416635490709565
8,30,Kings,264,65,8153,1147,0.14068441064638784
9,27,Kings,263,65,8145,1176,0.1443830570902394
10,25,Kings,257,65,8167,1234,0.1510958736378107
5,31,Kings,176,3,7723,851,0.11019034054124045
6,28,Kings,178,8,7928,1106,0.13950554994954592
7,26,Kings,185,8,8019,1136,0.1416635490709565
8,30,Kings,183,8,8153,1147,0.14068441064638784
9,27,Kings,182,14,8145,1176,0.1443830570902394
10,25,Kings,171,27,8167,1234,0.1510958736378107
5,31,Albany,215,2,1411,130,0.09213323883770376
6,28,Albany,212,3,1443,141,0.09771309771309772
7,26,Albany,216,3,1474,155,0.10515603799185888
8,30,Albany,222,3,1484,164,0.1105121293800539
9,27,Albany,217,3,1475,164,0.1111864406779661
10,25,Albany,228,3,1519,169,0.11125740618828177
5,31,Sullivan,89,74,273,96,0.3516483516483517
6,28,Sullivan,88,121,341,158,0.4633431085043988
7,26,Sullivan,90,121,329,158,0.48024316109422494
8,30,Sullivan,96,121,344,158,0.45930232558139533
9,27,Sullivan,91,121,326,158,0.48466257668711654
10,25,Sullivan,91,121,341,158,0.4633431085043988
5,31,Queens,130,8,8683,914,0.10526315789473684
6,28,Queens,122,10,9066,1219,0.13445841606000442
7,26,Queens,123,10,9114,1253,0.13748079877112135
8,30,Queens,122,10,9310,1337,0.14360902255639096
9,27,Queens,121,10,9359,1357,0.14499412330377176
10,25,Queens,119,10,9387,1379,0.14690529455630127
5,31,Columbia,76,36,279,36,0.12903225806451613
6,28,Columbia,75,48,401,67,0.16708229426433915
7,26,Columbia,82,49,431,68,0.15777262180974477
8,30,Columbia,81,49,451,69,0.15299334811529933
9,27,Columbia,78,49,451,69,0.15299334811529933
10,25,Columbia,83,49,450,69,0.15333333333333332
5,31,Erie,130,107,4271,782,0.18309529384219153
6,28,Erie,140,117,4473,1113,0.24882629107981222
7,26,Erie,163,117,4481,1171,0.26132559696496316
8,30,Erie,177,122,4583,1197,0.2611826314641065
9,27,Erie,172,122,4600,1226,0.2665217391304348
10,25,Erie,161,122,4558,1344,0.2948661693725318
5,31,Genesee,128,0,438,0,0
6,28,Genesee,131,0,449,1,0.0022271714922048997
7,26,Genesee,134,0,444,1,0.0022522522522522522
8,30,Genesee,137,0,445,1,0.0022471910112359553
9,27,Genesee,134,0,448,3,0.006696428571428571
10,25,Genesee,129,0,434,6,0.013824884792626729
5,31,Suffolk,70,1,6153,1325,0.21534210954006175
6,28,Suffolk,69,1,6152,1484,0.24122236671001301
7,26,Suffolk,66,1,6180,1521,0.24611650485436892
8,30,Suffolk,70,1,6343,1537,0.24231436228913764
9,27,Suffolk,69,1,6444,1548,0.24022346368715083
