county,month,monthly_new_positives,monthly_new_tests_performed,monthly_infection_rate,monthly_fatality_rate
Sullivan,11/1/2020,161,5222,0.030831099,0.019201617
Tioga,3/1/2020,7,140,0.05,0
Tioga,4/1/2020,83,763,0.108781127,0.066666667
Tioga,5/1/2020,40,2314,0.017286085,0.130769231
Tioga,6/1/2020,13,3839,0.003386299,0.132867133
Tioga,7/1/2020,45,3867,0.011636928,0.111702128
Tioga,8/1/2020,21,4194,0.005007153,0.100478469
Tioga,9/1/2020,47,5443,0.008634944,0.08203125
Tioga,10/1/2020,443,11464,0.038642708,0.0472103
Tioga,11/1/2020,252,4511,0.055863445,0.045215563
Tompkins,3/1/2020,68,1166,0.058319039,0
Tompkins,4/1/2020,60,2406,0.024937656,0
Tompkins,5/1/2020,36,6974,0.00516203,0
Tompkins,6/1/2020,13,8637,0.001505152,0
Tompkins,7/1/2020,53,12427,0.004264907,0
Tompkins,8/1/2020,40,26517,0.001508466,0
Tompkins,9/1/2020,156,121605,0.001282842,0
Tompkins,10/1/2020,230,287136,0.000801014,0
Tompkins,11/1/2020,150,120714,0.001242606,0
Ulster,3/1/2020,221,1385,0.159566787,0.013574661
Ulster,4/1/2020,1077,7033,0.15313522,0.018489985
Ulster,5/1/2020,393,11512,0.03413829,0.044352454
Ulster,6/1/2020,91,17778,0.005118686,0.045454545
Ulster,7/1/2020,244,18961,0.01286852,0.039980257
Ulster,8/1/2020,150,19070,0.007865758,0.037683824
Ulster,9/1/2020,106,18962,0.005590128,0.036809816
Ulster,10/1/2020,274,27525,0.009954587,0.033646322
Ulster,11/1/2020,232,15358,0.015106134,0.031205165
Warren,3/1/2020,18,469,0.038379531,0
Warren,4/1/2020,164,998,0.164328657,0.043956044
Warren,5/1/2020,73,3646,0.020021942,0.109803922
Warren,6/1/2020,8,4967,0.00161063,0.114068441
Warren,7/1/2020,37,5998,0.006168723,0.1
Warren,8/1/2020,22,6168,0.003566796,0.093167702
Warren,9/1/2020,69,7180,0.009610028,0.076726343
Warren,10/1/2020,77,10645,0.007233443,0.064102564
Warren,11/1/2020,39,4755,0.008201893,0.059171598
Washington,3/1/2020,10,271,0.036900369,0
Washington,4/1/2020,160,822,0.194647202,0.017647059
Washington,5/1/2020,65,2974,0.021856086,0.059574468
Washington,6/1/2020,11,5331,0.002063403,0.056910569
Washington,7/1/2020,9,5602,0.001606569,0.054901961
Washington,8/1/2020,13,5293,0.002456074,0.052238806
Washington,9/1/2020,34,6504,0.005227552,0.046357616
Washington,10/1/2020,48,8784,0.005464481,0.04
Washington,11/1/2020,53,5844,0.009069131,0.034739454
Wayne,3/1/2020,24,317,0.075709779,0
Wayne,4/1/2020,47,978,0.04805726,0.014084507
Wayne,5/1/2020,45,4443,0.010128292,0.017241379
Wayne,6/1/2020,58,9382,0.006182051,0.011494253
Wayne,7/1/2020,71,10230,0.006940371,0.008163265
Wayne,8/1/2020,35,10077,0.003473256,0.010714286
Wayne,9/1/2020,46,10853,0.004238459,0.009202454
Wayne,10/1/2020,235,13386,0.017555655,0.007130125
Wayne,11/1/2020,196,6908,0.028372901,0.01321004
Westchester,3/1/2020,10683,37190,0.287254638,0.002340167
Westchester,4/1/2020,18549,57252,0.323988682,0.035269568
Westchester,5/1/2020,4320,67466,0.064032253,0.040504292
Westchester,6/1/2020,1314,108784,0.012078982,0.040870762
Westchester,7/1/2020,1108,123525,0.008969844,0.040167899
Westchester,8/1/2020,1047,140735,0.007439514,0.039220983
Westchester,9/1/2020,1279,135707,0.009424716,0.038015666
Westchester,10/1/2020,2646,189448,0.013966893,0.035925365
Westchester,11/1/2020,3400,101235,0.033585223,0.033509223
Wyoming,3/1/2020,10,125,0.08,0.1
Wyoming,4/1/2020,58,459,0.126361656,0.058823529
Wyoming,5/1/2020,18,1830,0.009836066,0.046511628
Wyoming,6/1/2020,9,3309,0.002719855,0.042105263
Wyoming,7/1/2020,17,3735,0.004551539,0.035714286
Wyoming,8/1/2020,14,4044,0.003461919,0.031746032
Wyoming,9/1/2020,11,6903,0.00159351,0.02919708
Wyoming,10/1/2020,66,5323,0.012399023,0.024630542
Wyoming,11/1/2020,140,2890,0.048442907,0.014577259
Yates,3/1/2020,0,54,0,NA
Yates,4/1/2020,18,220,0.081818182,0.055555556
Yates,5/1/2020,21,1151,0.018245004,0.153846154
Yates,6/1/2020,7,2163,0.003236246,0.130434783
Yates,7/1/2020,9,2028,0.00443787,0.109090909
Yates,8/1/2020,7,2119,0.003303445,0.096774194
Yates,9/1/2020,2,2245,0.000890869,0.09375
Yates,10/1/2020,70,3181,0.022005659,0.044776119
Yates,11/1/2020,72,1311,0.054919908,0.029126214
